"keywordType-place.langfre",createDate,location
"-","Jul 18, 2023 @ 17:17:22.000","{
  ""coordinates"": [
    3.208547,
    44.1883105
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:17:15.000","{
  ""coordinates"": [
    3.7212804999999998,
    43.430684
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:17:09.000","{
  ""coordinates"": [
    -20.213210999999994,
    11.335737499999999
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:17:03.000","{
  ""coordinates"": [
    4.24835,
    43.5289
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:16:56.000","{
  ""coordinates"": [
    38.8740765,
    6.695404499999999
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:16:49.000","-"
"-","Jul 18, 2023 @ 17:16:43.000","{
  ""coordinates"": [
    64.6618,
    -43.59505
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:16:35.000","{
  ""coordinates"": [
    24.8171665,
    -28.881708
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:16:28.000","-"
"-","Jul 18, 2023 @ 17:16:22.000","{
  ""coordinates"": [
    12.987957,
    -1.767572
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:16:15.000","-"
"-","Jul 18, 2023 @ 17:16:10.000","{
  ""coordinates"": [
    3.7212804999999998,
    43.430684
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:16:04.000","{
  ""coordinates"": [
    14.997923,
    12.644342499999999
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:56.000","{
  ""coordinates"": [
    2.2267904999999995,
    46.2026325
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:48.000","{
  ""coordinates"": [
    -61.23415,
    15.475650000000002
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:40.000","{
  ""coordinates"": [
    5.5046625,
    43.974095
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:34.000","{
  ""coordinates"": [
    5.7031,
    42.85143
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:28.000","{
  ""coordinates"": [
    3.1223205,
    43.174786499999996
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:22.000","{
  ""coordinates"": [
    4.126011,
    42.9484
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:16.000","{
  ""coordinates"": [
    28.55141,
    -23.3612875
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:15:09.000","-"
"-","Jul 18, 2023 @ 17:15:04.000","{
  ""coordinates"": [
    15.75,
    -22.383333
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:14:57.000","{
  ""coordinates"": [
    3.8843640000000006,
    43.5383675
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:14:50.000","{
  ""coordinates"": [
    5.684405,
    44.5238
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:14:44.000","-"
"-","Jul 18, 2023 @ 17:14:39.000","{
  ""coordinates"": [
    3.1,
    43.916700000000006
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:14:32.000","{
  ""coordinates"": [
    4.1865,
    43.0583
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2023 @ 17:14:26.000","{
  ""coordinates"": [
    4.159075,
    45.699833
  ],
  ""type"": ""Point""
}"
"-","Jul 12, 2023 @ 16:35:44.743","{
  ""coordinates"": [
    4.779999999999999,
    44.621088
  ],
  ""type"": ""Point""
}"
"-","Jul 12, 2023 @ 16:35:14.126","{
  ""coordinates"": [
    4.779999999999999,
    44.621088
  ],
  ""type"": ""Point""
}"
"-","Jul 12, 2023 @ 09:39:54.000","{
  ""coordinates"": [
    2.493926,
    46.1057175
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2023 @ 15:47:31.338","{
  ""coordinates"": [
    -68.4,
    58.115
  ],
  ""type"": ""Point""
}"
"Canada, Date de la préparation du 1er atelier vidéo et date de la fin du dernier atelier vidéo.","Jul 6, 2023 @ 15:24:52.666","{
  ""coordinates"": [
    -69.5,
    59.5
  ],
  ""type"": ""Point""
}"
"-","Jul 4, 2023 @ 14:19:24.982","{
  ""coordinates"": [
    -51.9,
    8.515
  ],
  ""type"": ""Point""
}"
"-","Jul 4, 2023 @ 14:17:29.191","{
  ""coordinates"": [
    -51.9,
    8.515
  ],
  ""type"": ""Point""
}"
"Nunavik, OHMI Nunavik, NUNAVIK - Rivière George","Jul 3, 2023 @ 17:01:07.361","{
  ""coordinates"": [
    -65.2670005,
    57.1283445
  ],
  ""type"": ""Point""
}"
"Secteur hydrographique ""I9"" (correspondant à la Sélune de sa source à l'embouchure","Jun 29, 2023 @ 15:52:12.000","{
  ""coordinates"": [
    -1.112875,
    48.527218000000005
  ],
  ""type"": ""Point""
}"
"France, Territoire du bassin minier de Provence (emprise 17 communes)","Jun 29, 2023 @ 15:50:23.936","{
  ""coordinates"": [
    5.5816645000000005,
    43.4345655
  ],
  ""type"": ""Point""
}"
"France, Territoire du bassin minier de Provence (emprise 17 communes)","Jun 29, 2023 @ 15:50:14.152","{
  ""coordinates"": [
    5.5816645000000005,
    43.4345655
  ],
  ""type"": ""Point""
}"
"France, Territoire du Bassin minier de Provence, Terril de Meyreuil (52 ha), 5 mesures sur 4 types de végétation = 20 données par paramètres : Masse fraiche litière (g), Masse fraiche substrat (g), Masse fraiche plantes (g), Température surface, à 10cm, 20cm, 40cm, 70cm (°C), Recouvrement total (%), Recouvrement espèce dominante (%), Espèce dominante, Hauteur maximale végétation (cm), 15 mesures XRF de sédiments des bassins, 20 mesures XRF sols terril, 20 mesures multiplex chloropylles, flavonols,	anthocyanes, rapport N/C, composés phénoliques","Jun 29, 2023 @ 15:50:03.034","{
  ""coordinates"": [
    5.529999999999999,
    43.435
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    5.5,
    43.485
  ],
  ""type"": ""Point""
}"
"données ouvertes, CNRS INEE LabEx DRIIHM, France, OHM Bassin Minier de Provence, Territoire du bassin minier de Provence (emprise 17 communes)","Jun 29, 2023 @ 15:49:51.880","{
  ""coordinates"": [
    5.5816645000000005,
    43.4345655
  ],
  ""type"": ""Point""
}"
"données ouvertes, CNRS INEE LabEx DRIIHM, France, OHM Bassin Minier de Provence, Territoire du bassin minier de Provence (emprise 17 communes)","Jun 29, 2023 @ 15:49:38.856","{
  ""coordinates"": [
    5.5816645000000005,
    43.4345655
  ],
  ""type"": ""Point""
}"
"Sénégal","Jun 29, 2023 @ 15:48:27.905","{
  ""coordinates"": [
    -14.366095000000001,
    14.4926815
  ],
  ""type"": ""Point""
}"
"géographie, commune, limite administrative, Observatoire Hommes-Milieux, OHM Bassin Minier de Provence","Jun 29, 2023 @ 15:48:19.653","{
  ""coordinates"": [
    5.581664999999999,
    43.434425000000005
  ],
  ""type"": ""Point""
}"
"Pays de Bitche","Jun 29, 2023 @ 15:38:26.706","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 15:38:16.140","{
  ""coordinates"": [
    1.4486265,
    42.720276999999996
  ],
  ""type"": ""Point""
}"
Lorraine,"Jun 29, 2023 @ 15:38:04.169","{
  ""coordinates"": [
    7.395079,
    49.058356
  ],
  ""type"": ""Point""
}"
"Guyane française","Jun 29, 2023 @ 15:37:54.386","{
  ""coordinates"": [
    -53.0967815,
    4.171988
  ],
  ""type"": ""Point""
}"
"Portugal, Estarreja, Portugal","Jun 29, 2023 @ 15:37:12.946","{
  ""coordinates"": [
    -8.584053,
    40.776816499999995
  ],
  ""type"": ""Point""
}"
"Guyane française","Jun 29, 2023 @ 15:36:54.181","{
  ""coordinates"": [
    -51.8256405,
    3.856985
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 15:36:42.127","{
  ""coordinates"": [
    -111.8907245,
    31.9701385
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 15:32:27.713","{
  ""coordinates"": [
    5.4004455,
    43.31579
  ],
  ""type"": ""Point""
}"
"Canada, Nunavik, Date de préparation du 1er atelier de cartogrpahie et date de fin du dernier séjour dans le village","Jun 29, 2023 @ 15:31:40.476","{
  ""coordinates"": [
    -69.5,
    59.5
  ],
  ""type"": ""Point""
}"
"Canada, Nunavik","Jun 29, 2023 @ 15:31:32.073","-"
"Canada, Nunavik, Recolte des données pour la cartogrpahie interacive & élaboration de la carte, Recolte des données pour la cartogrpahie interacive & élaboration de la carte","Jun 29, 2023 @ 15:30:54.708","{
  ""coordinates"": [
    -65.925,
    58.650000000000006
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -63.9,
    54.849999999999994
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -66.19999999999999,
    58.7
  ],
  ""type"": ""Point""
}"
"Portugal, OHMI Estarreja, 2013.0","Jun 29, 2023 @ 15:29:51.121","{
  ""coordinates"": [
    -8.579714,
    40.772009
  ],
  ""type"": ""Point""
}"
"Gardanne, OHM Bassin Minier de Provence","Jun 29, 2023 @ 15:18:21.489","{
  ""coordinates"": [
    5.468834,
    43.457228
  ],
  ""type"": ""Point""
}"
"Gardanne, OHM Bassin Minier de Provence","Jun 29, 2023 @ 15:17:43.476","{
  ""coordinates"": [
    5.460421,
    43.436865
  ],
  ""type"": ""Point""
}"
"Gardanne, OHM Bassin Minier de Provence","Jun 29, 2023 @ 15:17:10.777","{
  ""coordinates"": [
    5.4574575,
    43.453248
  ],
  ""type"": ""Point""
}"
"Meyreuil, OHM Bassin Minier de Provence","Jun 29, 2023 @ 15:16:50.109","{
  ""coordinates"": [
    5.5002245,
    43.4700715
  ],
  ""type"": ""Point""
}"
"sud de la France, La question du stockage terrestre des résidus de la production d'alumine dans le sud de la France (XIXe-XXIe siècles)","Jun 29, 2023 @ 15:13:51.006","-"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:08:47.532","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:08:24.325","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:08:23.647","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:08:23.145","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:08:22.627","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:08:11.078","{
  ""coordinates"": [
    7.3789750000000005,
    49.029735
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:07:56.945","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:07:56.357","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Lorraine-Alsace","Jun 29, 2023 @ 15:07:55.458","{
  ""coordinates"": [
    7.6613285,
    48.6311735
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche","Jun 29, 2023 @ 15:07:54.882","{
  ""coordinates"": [
    7.397125,
    49.06165
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 14:46:50.881","{
  ""coordinates"": [
    -14.208414000000001,
    14.7456
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 14:46:47.914","{
  ""coordinates"": [
    -14.208414000000001,
    14.7456
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 14:46:46.955","{
  ""coordinates"": [
    -14.2152265,
    14.7454745
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 14:46:45.702","-"
"-","Jun 29, 2023 @ 14:46:44.039","{
  ""coordinates"": [
    -14.2152265,
    14.7454745
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 14:46:42.383","{
  ""coordinates"": [
    -14.2152265,
    14.7454745
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 14:46:40.520","{
  ""coordinates"": [
    -14.208414000000001,
    14.7456
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 29, 2023 @ 11:38:48.155","{
  ""coordinates"": [
    1.4338000000000002,
    42.7367
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 11:26:06.654","{
  ""coordinates"": [
    -51.9,
    8.515
  ],
  ""type"": ""Point""
}"
"-","Jun 29, 2023 @ 11:22:40.706","{
  ""coordinates"": [
    -0.092421,
    43.082708999999994
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:34:50.434","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:33:50.340","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:32:22.951","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:31:10.942","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:29:48.328","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:28:52.993","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
vicdessos,"Jun 26, 2023 @ 14:27:28.248","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 26, 2023 @ 14:25:33.518","{
  ""coordinates"": [
    1.4331,
    42.7364
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 26, 2023 @ 14:22:18.533","{
  ""coordinates"": [
    1.4331,
    42.7102
  ],
  ""type"": ""Point""
}"
"-","Jun 16, 2023 @ 00:00:00.000","-"
"-","Jun 12, 2023 @ 10:33:17.565","{
  ""coordinates"": [
    -14.208414000000001,
    14.7456
  ],
  ""type"": ""Point""
}"
"Zones d'extraction, Bassin minier de Provence, EXPRIHME, OHM Bassin Minier de Provence, Gardanne, Provence","Jun 9, 2023 @ 12:06:35.880","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 12:05:31.700","{
  ""coordinates"": [
    -52.8755,
    4.1365
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 12:04:22.940","{
  ""coordinates"": [
    1.4486265,
    42.720276999999996
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 12:03:24.255","{
  ""coordinates"": [
    1.419049,
    42.7656645
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 12:02:50.324","{
  ""coordinates"": [
    1.401,
    42.758
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 12:02:19.927","{
  ""coordinates"": [
    1.419285,
    42.76540249999999
  ],
  ""type"": ""Point""
}"
"Bassin versant du Vicdessos","Jun 9, 2023 @ 12:01:44.858","{
  ""coordinates"": [
    1.4338000000000002,
    42.716750000000005
  ],
  ""type"": ""Point""
}"
"Bassin versant du Vicdessos","Jun 9, 2023 @ 12:01:17.102","{
  ""coordinates"": [
    1.4338000000000002,
    42.716750000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 12:00:04.946","{
  ""coordinates"": [
    1.4233129999999998,
    42.762316
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:59:09.880","{
  ""coordinates"": [
    1.433,
    42.73637
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:58:18.181","{
  ""coordinates"": [
    1.412,
    42.772999999999996
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:57:25.153","{
  ""coordinates"": [
    1.4232725,
    42.7626915
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:56:04.988","{
  ""coordinates"": [
    1.421955,
    42.7665
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:54:39.279","{
  ""coordinates"": [
    1.468048,
    42.716637500000004
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:53:43.874","{
  ""coordinates"": [
    1.4231005,
    42.7619355
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:52:46.747","{
  ""coordinates"": [
    1.549896,
    42.8002395
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:51:49.762","{
  ""coordinates"": [
    1.421955,
    42.782755
  ],
  ""type"": ""Point""
}"
"Bassin versant du Vicdessos","Jun 9, 2023 @ 11:50:23.779","{
  ""coordinates"": [
    1.4338000000000002,
    42.716750000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:48:27.971","{
  ""coordinates"": [
    1.4229289999999999,
    42.762188
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:47:21.707","{
  ""coordinates"": [
    1.419285,
    42.76540249999999
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:46:02.071","{
  ""coordinates"": [
    1.421955,
    42.7665
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 11:43:37.453","{
  ""coordinates"": [
    1.468048,
    42.716637500000004
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 9, 2023 @ 11:38:51.954","{
  ""coordinates"": [
    1.4331,
    42.7102
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 9, 2023 @ 11:36:06.138","{
  ""coordinates"": [
    1.4331,
    42.7102
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 9, 2023 @ 11:30:19.709","{
  ""coordinates"": [
    1.4331,
    42.7102
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 9, 2023 @ 11:29:38.629","{
  ""coordinates"": [
    1.4331,
    42.7102
  ],
  ""type"": ""Point""
}"
Vicdessos,"Jun 9, 2023 @ 11:28:40.834","{
  ""coordinates"": [
    1.4331,
    42.7102
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:46:39.322","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:45:32.847","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:44:35.821","{
  ""coordinates"": [
    1.419324,
    42.762313500000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:43:27.239","{
  ""coordinates"": [
    1.4203540000000001,
    42.762566
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:37:14.930","{
  ""coordinates"": [
    1.417779,
    42.7645815
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:31:30.379","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:25:48.522","{
  ""coordinates"": [
    1.4215555000000002,
    42.761557499999995
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:19:59.678","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:14:32.729","{
  ""coordinates"": [
    1.4208690000000002,
    42.761683000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 10:09:43.784","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:58:37.254","{
  ""coordinates"": [
    1.424989,
    42.762187499999996
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:49:58.466","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:47:32.735","{
  ""coordinates"": [
    1.4437,
    42.698665000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:46:11.123","{
  ""coordinates"": [
    1.422588,
    42.762989000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:39:36.748","{
  ""coordinates"": [
    1.4222424999999999,
    42.764708
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:38:23.938","{
  ""coordinates"": [
    1.417262,
    42.7621245
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:37:16.464","{
  ""coordinates"": [
    1.4231004999999999,
    42.762944000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 9, 2023 @ 09:35:41.980","{
  ""coordinates"": [
    5.4708749999999995,
    43.443415
  ],
  ""type"": ""Point""
}"
"-","Jun 6, 2023 @ 16:09:22.828","{
  ""coordinates"": [
    5.425940000000001,
    43.311045
  ],
  ""type"": ""Point""
}"
"-","Jun 1, 2023 @ 17:04:26.000","{
  ""coordinates"": [
    -2.9295265,
    48.1465235
  ],
  ""type"": ""Point""
}"
"Morbihan, Naizin","May 31, 2023 @ 16:00:17.000","{
  ""coordinates"": [
    -2.8290800000000003,
    48.001268499999995
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:18:27.645","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:17:33.616","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, EXPRIHME, Gardanne, Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:16:36.857","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:15:27.968","{
  ""coordinates"": [
    5.493164,
    43.4516145
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, EXPRIHME, Gardanne, Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:14:05.753","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:12:57.918","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, EXPRIHME, OHM Bassin Minier de Provence, Gardanne, Provence","May 30, 2023 @ 17:12:16.875","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:10:36.832","{
  ""coordinates"": [
    5.493164,
    43.4516145
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence","May 30, 2023 @ 17:09:37.660","{
  ""coordinates"": [
    5.574999999999999,
    43.47
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence","May 30, 2023 @ 17:06:18.900","{
  ""coordinates"": [
    5.574999999999999,
    43.47
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:05:45.116","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:04:50.156","{
  ""coordinates"": [
    5.493164,
    43.4516145
  ],
  ""type"": ""Point""
}"
"Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 17:03:58.937","{
  ""coordinates"": [
    5.5700685,
    43.439255
  ],
  ""type"": ""Point""
}"
"Gardanne, Bassin minier de Provence, OHM Bassin Minier de Provence","May 30, 2023 @ 16:37:48.349","{
  ""coordinates"": [
    5.570065,
    43.439255
  ],
  ""type"": ""Point""
}"
"-","May 30, 2023 @ 16:32:43.386","{
  ""coordinates"": [
    5.506,
    43.4815
  ],
  ""type"": ""Point""
}"
"-","May 30, 2023 @ 15:57:10.067","{
  ""coordinates"": [
    1.4486265,
    42.720276999999996
  ],
  ""type"": ""Point""
}"
"Sénégal","May 30, 2023 @ 15:54:28.338","{
  ""coordinates"": [
    -14.834050000000001,
    14.199866499999999
  ],
  ""type"": ""Point""
}"
"Sénégal","May 30, 2023 @ 15:54:26.780","{
  ""coordinates"": [
    -14.741810999999998,
    14.495638499999998
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, Pays de Bitche avec extension vers le nord et le sud","May 30, 2023 @ 15:48:05.878","{
  ""coordinates"": [
    7.652749999999999,
    48.937
  ],
  ""type"": ""Point""
}"
"Guyane française","May 30, 2023 @ 15:46:38.225","{
  ""coordinates"": [
    -52.8269545,
    4.925027
  ],
  ""type"": ""Point""
}"
"Guyane française","May 30, 2023 @ 15:46:37.695","{
  ""coordinates"": [
    -53.0967815,
    4.171988
  ],
  ""type"": ""Point""
}"
"Guyane française","May 30, 2023 @ 15:46:36.963","{
  ""coordinates"": [
    -53.0984175,
    3.949147
  ],
  ""type"": ""Point""
}"
"Guyane française","May 30, 2023 @ 15:46:36.264","{
  ""coordinates"": [
    -53.117279499999995,
    3.951549
  ],
  ""type"": ""Point""
}"
