,Store,Entrepot,ID,Titre,Auteur,Date de publication,Résumé,Publication Url
0,Nakala, Zone atelier Armorique,10.34847/nkl.82c4p3s1,What Matters to Us,William Kelleher,2024-09-25T11:12:30+02:00,2023-06-02,https://doi.org/10.34847/nkl.82c4p3s1
